osm_id,highway,lanes,maxspeed,name,oneway,WKT
31040052,nan,,,,,POINT (-77.0623032 -12.0085351)
31040298,nan,,,,,POINT (-77.0622424 -12.0041588)
31040301,nan,,,,,POINT (-77.0680348 -12.0053126)
31044287,nan,,,,,POINT (-77.076958 -12.0063932)
31044288,nan,,,,,POINT (-77.0758022 -12.0064267)
31044289,nan,,,,,POINT (-77.0748232 -12.0064584)
31044752,nan,,,,,POINT (-77.0822932 -12.0066921)
31044753,nan,,,,,POINT (-77.0823271 -12.0065383)
31044758,nan,,,,,POINT (-77.0844524 -11.9960292)
31044959,nan,,,,,POINT (-77.0844972 -11.9961987)
31045172,traffic_signals,,,,,POINT (-77.0768009 -11.9781302)
31045173,nan,,,,,POINT (-77.0767769 -11.9780235)
31045189,nan,,,,,POINT (-77.0776783 -11.9778197)
31045190,nan,,,,,POINT (-77.0777069 -11.9779298)
31069242,traffic_signals,,,,,POINT (-77.0721677 -11.9838678)
31069245,nan,,,,,POINT (-77.0722423 -11.9784187)
31069246,nan,,,,,POINT (-77.0723311 -11.9752139)
31069250,nan,,,,,POINT (-77.0716767 -11.9686031)
31069252,nan,,,,,POINT (-77.0701328 -11.9671809)
31069255,nan,,,,,POINT (-77.0687102 -11.966659)
31069256,nan,,,,,POINT (-77.0678214 -11.9665298)
31069258,nan,,,,,POINT (-77.0722402 -11.9785419)
31069275,nan,,,,,POINT (-77.0724144 -11.9785599)
31069277,nan,,,,,POINT (-77.0721832 -11.9842337)
31069290,nan,,,,,POINT (-77.0724138 -11.9784461)
31069291,nan,,,,,POINT (-77.0678479 -11.9663782)
31072185,nan,,,,,POINT (-77.0602415 -11.976736)
31079485,nan,,,,,POINT (-77.0756536 -11.9720863)
31079697,nan,,,,,POINT (-77.0845664 -11.9966982)
273349134,motorway_junction,,,,,POINT (-77.0684409 -11.9630065)
273349255,nan,,,,,POINT (-77.0677806 -11.9625256)
273349266,nan,,,,,POINT (-77.0682655 -11.9631369)
273349444,nan,,,,,POINT (-77.0656819 -11.9621894)
273350397,nan,,,,,POINT (-77.0685826 -11.9619571)
273350406,nan,,,,,POINT (-77.0689905 -11.9625778)
273403596,traffic_signals,,,,,POINT (-77.0730516 -11.9593416)
273403602,nan,,,,,POINT (-77.071862 -11.963755)
273403746,nan,,,,,POINT (-77.0717677 -11.9636934)
273405235,nan,,,,,POINT (-77.0706978 -11.963078)
273405242,motorway_junction,,,,,POINT (-77.0688108 -11.9601143)
273422993,nan,,,,,POINT (-77.0759604 -11.9718154)
273423255,nan,,,,,POINT (-77.0756148 -11.9719038)
273423256,nan,,,,,POINT (-77.0726125 -11.9720345)
273423258,nan,,,,,POINT (-77.0724629 -11.9720137)
273423261,nan,,,,,POINT (-77.0693962 -11.9715778)
273423285,nan,,,,,POINT (-77.0760121 -11.9720028)
273423288,nan,,,,,POINT (-77.072609 -11.9722006)
273423424,nan,,,,,POINT (-77.0670468 -11.9713957)
273423474,nan,,,,,POINT (-77.0670717 -11.9712345)
273423689,nan,,,,,POINT (-77.0681834 -11.9665849)
273423698,nan,,,,,POINT (-77.0721103 -11.96441)
273423771,nan,,,,,POINT (-77.0743793 -11.9672208)
273423844,nan,,,,,POINT (-77.0714148 -11.9651523)
273423850,nan,,,,,POINT (-77.0718427 -11.9647083)
273423851,nan,,,,,POINT (-77.0707175 -11.964041)
273423852,nan,,,,,POINT (-77.0705008 -11.9644549)
273423925,nan,,,,,POINT (-77.0695889 -11.9644134)
273423944,nan,,,,,POINT (-77.0682923 -11.9659107)
273423945,nan,,,,,POINT (-77.0689016 -11.9660115)
273423963,nan,,,,,POINT (-77.0693074 -11.9661115)
273424032,nan,,,,,POINT (-77.0702249 -11.9670561)
273424034,nan,,,,,POINT (-77.0724882 -11.9647117)
273424095,nan,,,,,POINT (-77.0717768 -11.9654504)
273424141,nan,,,,,POINT (-77.0705806 -11.9666609)
273424173,nan,,,,,POINT (-77.0693818 -11.9640732)
273424244,nan,,,,,POINT (-77.0694218 -11.9656311)
273424247,nan,,,,,POINT (-77.0709418 -11.9663033)
273424315,nan,,,,,POINT (-77.0725951 -11.9679521)
273424316,nan,,,,,POINT (-77.0733814 -11.9676343)
273424322,nan,,,,,POINT (-77.0716138 -11.9656288)
273424392,nan,,,,,POINT (-77.0721642 -11.9681309)
273424393,nan,,,,,POINT (-77.070984 -11.9669567)
273424394,nan,,,,,POINT (-77.0713283 -11.9665915)
273424715,nan,,,,,POINT (-77.0724288 -11.9685404)
273424716,nan,,,,,POINT (-77.0745576 -11.9676644)
273424746,nan,,,,,POINT (-77.0719589 -11.9687515)
273424850,nan,,,,,POINT (-77.0746233 -11.9696795)
273424852,nan,,,,,POINT (-77.0741507 -11.9678374)
273424866,nan,,,,,POINT (-77.0747103 -11.9681632)
273424891,nan,,,,,POINT (-77.0726617 -11.968977)
273424993,nan,,,,,POINT (-77.0731792 -11.9710333)
273425037,nan,,,,,POINT (-77.0749207 -11.9709454)
273425051,nan,,,,,POINT (-77.075069 -11.971943)
273425085,nan,,,,,POINT (-77.0750154 -11.9714323)
273425106,nan,,,,,POINT (-77.0709856 -11.9712935)
273425108,nan,,,,,POINT (-77.0726505 -11.9715252)
273425131,nan,,,,,POINT (-77.0684683 -11.9681259)
273425208,nan,,,,,POINT (-77.0693912 -11.9684875)
273425213,nan,,,,,POINT (-77.0679499 -11.9680378)
273425294,nan,,,,,POINT (-77.0704666 -11.9694936)
273425551,nan,,,,,POINT (-77.0685489 -11.9676575)
273425557,nan,,,,,POINT (-77.07057 -11.9688418)
273425558,nan,,,,,POINT (-77.071389 -11.9682321)
273425559,nan,,,,,POINT (-77.0701859 -11.9691277)
273425584,nan,,,,,POINT (-77.0686237 -11.9671687)
273425679,nan,,,,,POINT (-77.0708537 -11.9692074)
273425706,nan,,,,,POINT (-77.0712442 -11.9689187)
273425715,nan,,,,,POINT (-77.0698249 -11.9687868)
273425717,nan,,,,,POINT (-77.0685086 -11.9709234)
273425718,nan,,,,,POINT (-77.0694661 -11.9710596)
273425719,nan,,,,,POINT (-77.0688615 -11.9687427)
273425721,nan,,,,,POINT (-77.0689936 -11.9709863)
273425722,nan,,,,,POINT (-77.0683902 -11.9686862)
273425723,nan,,,,,POINT (-77.0680378 -11.9708506)
273425844,nan,,,,,POINT (-77.0738542 -11.9674342)
273425850,nan,,,,,POINT (-77.0719675 -11.9652667)
273425869,nan,,,,,POINT (-77.0759185 -11.9735564)
273425872,nan,,,,,POINT (-77.0750897 -11.9721076)
273425873,nan,,,,,POINT (-77.0750881 -11.9737285)
273425874,nan,,,,,POINT (-77.0751109 -11.9749868)
273425875,nan,,,,,POINT (-77.0751283 -11.9757681)
273425896,nan,,,,,POINT (-77.074639 -11.9758835)
273425899,nan,,,,,POINT (-77.0746194 -11.9721212)
273425900,nan,,,,,POINT (-77.0746068 -11.9743239)
273425907,nan,,,,,POINT (-77.0730775 -11.9738041)
273425908,nan,,,,,POINT (-77.0741302 -11.9737192)
273425909,nan,,,,,POINT (-77.0724896 -11.975211)
273425910,nan,,,,,POINT (-77.0730184 -11.9752273)
273425911,nan,,,,,POINT (-77.0741429 -11.9752344)
273426005,nan,,,,,POINT (-77.0741245 -11.9721399)
273426006,nan,,,,,POINT (-77.0741206 -11.9726706)
273426020,nan,,,,,POINT (-77.0741342 -11.9743253)
273426023,nan,,,,,POINT (-77.0730436 -11.9746829)
273426026,nan,,,,,POINT (-77.0725226 -11.9740235)
273426028,nan,,,,,POINT (-77.0730619 -11.9740398)
273426029,nan,,,,,POINT (-77.0763503 -11.9759053)
273426030,nan,,,,,POINT (-77.0724468 -11.9769617)
273426034,nan,,,,,POINT (-77.0736654 -11.9757044)
273426065,nan,,,,,POINT (-77.073729 -11.9761678)
273426070,nan,,,,,POINT (-77.0731277 -11.9721904)
273426205,nan,,,,,POINT (-77.0697243 -11.9737318)
273426206,nan,,,,,POINT (-77.0700394 -11.9718316)
273426306,motorway_junction,,,,,POINT (-77.0669634 -11.9719588)
273426308,nan,,,,,POINT (-77.0696453 -11.9742079)
273426311,crossing,,,,,POINT (-77.0723551 -11.9745568)
273426321,nan,,,,,POINT (-77.0670757 -11.9738059)
273426322,nan,,,,,POINT (-77.0690428 -11.9778404)
273426324,nan,,,,,POINT (-77.0683907 -11.9777371)
273426330,nan,,,,,POINT (-77.0668051 -11.9754907)
273426331,nan,,,,,POINT (-77.0668438 -11.975335)
273426337,nan,,,,,POINT (-77.0722721 -11.9769347)
273426339,nan,,,,,POINT (-77.0693171 -11.9762741)
273426340,nan,,,,,POINT (-77.0688967 -11.9761594)
273426345,nan,,,,,POINT (-77.0675112 -11.9746566)
273426361,nan,,,,,POINT (-77.068641 -11.9716159)
273426363,nan,,,,,POINT (-77.0682462 -11.9740049)
273426366,nan,,,,,POINT (-77.0693887 -11.9757549)
273426368,nan,,,,,POINT (-77.0712626 -11.9761429)
273426371,nan,,,,,POINT (-77.0729706 -11.9763626)
273426378,nan,,,,,POINT (-77.0683322 -11.9735253)
273426381,nan,,,,,POINT (-77.0680529 -11.971525)
273426383,nan,,,,,POINT (-77.0676847 -11.9739075)
273426384,nan,,,,,POINT (-77.0684081 -11.9730557)
273426391,nan,,,,,POINT (-77.0702216 -11.9738019)
273426392,nan,,,,,POINT (-77.0704565 -11.9724057)
273426393,nan,,,,,POINT (-77.0709392 -11.9724931)
273426394,nan,,,,,POINT (-77.0724314 -11.9727117)
273426400,nan,,,,,POINT (-77.0705237 -11.9719125)
273426408,nan,,,,,POINT (-77.0714404 -11.9725664)
273426410,nan,,,,,POINT (-77.071355 -11.9739743)
273426453,nan,,,,,POINT (-77.0699002 -11.9758548)
273426454,nan,,,,,POINT (-77.0701694 -11.9742931)
273426458,nan,,,,,POINT (-77.0713306 -11.9744775)
273426461,nan,,,,,POINT (-77.0704191 -11.9754986)
273426462,nan,,,,,POINT (-77.0712907 -11.975622)
273426480,nan,,,,,POINT (-77.0706089 -11.9743616)
273426482,nan,,,,,POINT (-77.0703485 -11.9759391)
273426495,nan,,,,,POINT (-77.071736 -11.9762439)
273426497,nan,,,,,POINT (-77.0718231 -11.9745335)
273426498,nan,,,,,POINT (-77.0719045 -11.9726335)
273426543,nan,,,,,POINT (-77.0692858 -11.9595426)
273426546,nan,,,,,POINT (-77.0728205 -11.9600893)
273426570,nan,,,,,POINT (-77.0710256 -11.9617471)
273426571,nan,,,,,POINT (-77.071329 -11.959861)
273426573,nan,,,,,POINT (-77.0725128 -11.9619818)
273426658,nan,,,,,POINT (-77.0723035 -11.960014)
273426660,nan,,,,,POINT (-77.0720089 -11.9619039)
273426661,nan,,,,,POINT (-77.0715163 -11.9618163)
273426663,nan,,,,,POINT (-77.0717989 -11.9599356)
273426747,nan,,,,,POINT (-77.0705526 -11.9619747)
273426755,nan,,,,,POINT (-77.0721036 -11.9632688)
273426775,nan,,,,,POINT (-77.0692144 -11.9768568)
273426782,nan,,,,,POINT (-77.0691361 -11.9773536)
273426832,nan,,,,,POINT (-77.0680711 -11.9768625)
273426837,nan,,,,,POINT (-77.0674052 -11.9750991)
273426839,nan,,,,,POINT (-77.0684811 -11.9765783)
273426862,nan,,,,,POINT (-77.0676442 -11.9771545)
273427001,nan,,,,,POINT (-77.0716933 -11.9772592)
273427002,nan,,,,,POINT (-77.0717329 -11.9768212)
273427006,nan,,,,,POINT (-77.0677983 -11.9658785)
273427016,nan,,,,,POINT (-77.0677583 -11.9661196)
273427280,traffic_signals,,,,,POINT (-77.0721751 -11.9837373)
273427295,nan,,,,,POINT (-77.0723518 -11.9838592)
273427305,nan,,,,,POINT (-77.0782501 -11.9831704)
273427390,nan,,,,,POINT (-77.0826771 -11.9751984)
273427392,nan,,,,,POINT (-77.083145 -11.9766736)
273427469,nan,,,,,POINT (-77.0802275 -11.9698108)
273427515,nan,,,,,POINT (-77.0827859 -11.968564)
273427535,nan,,,,,POINT (-77.0802919 -11.9699682)
273427588,nan,,,,,POINT (-77.0803738 -11.9705381)
273427667,nan,,,,,POINT (-77.08014 -11.9700334)
273428033,traffic_signals,,,,,POINT (-77.0737639 -11.9654546)
273428052,nan,,,,,POINT (-77.0798699 -11.9628116)
273428053,nan,,,,,POINT (-77.0784618 -11.963417)
273428191,nan,,,,,POINT (-77.0717689 -11.9910959)
273429170,nan,,,,,POINT (-77.0626611 -11.9650593)
273429455,nan,,,,,POINT (-77.0602543 -11.9766191)
273429587,nan,,,,,POINT (-77.0666909 -11.9702422)
273429595,nan,,,,,POINT (-77.0631662 -11.9769416)
273429596,nan,,,,,POINT (-77.0627215 -11.9768543)
273429597,nan,,,,,POINT (-77.0631125 -11.9742011)
273429607,nan,,,,,POINT (-77.0660305 -11.9746474)
273928475,nan,,,,,POINT (-77.0638637 -11.9595007)
273928478,nan,,,,,POINT (-77.0635647 -11.9616657)
273928512,nan,,,,,POINT (-77.0635082 -11.9611167)
273948164,nan,,,,,POINT (-77.07454 -11.9430599)
273948165,nan,,,,,POINT (-77.0775551 -11.9435416)
273948169,nan,,,,,POINT (-77.0717231 -11.9426243)
273948170,nan,,,,,POINT (-77.074571 -11.9428995)
273948171,nan,,,,,POINT (-77.077747 -11.9434146)
273948179,nan,,,,,POINT (-77.0742255 -11.9379205)
273948189,nan,,,,,POINT (-77.0775795 -11.9433868)
273948244,traffic_signals,,,,,POINT (-77.0835574 -11.9621969)
273948245,traffic_signals,,,,,POINT (-77.0835385 -11.9623212)
273948246,nan,,,,,POINT (-77.0825287 -11.9621853)
273948249,nan,,,,,POINT (-77.0812994 -11.9622367)
273948252,nan,,,,,POINT (-77.0742418 -11.937768)
273948253,nan,,,,,POINT (-77.0747731 -11.9378205)
273948257,nan,,,,,POINT (-77.077231 -11.9390861)
273948262,nan,,,,,POINT (-77.0777224 -11.9435615)
273948264,nan,,,,,POINT (-77.0769698 -11.948568)
273950037,motorway_junction,,,,,POINT (-77.0724727 -11.9307193)
301458064,nan,,,,,POINT (-77.0627975 -12.0046977)
301458131,nan,,,,,POINT (-77.0796544 -12.0124565)
370028740,nan,,,,,POINT (-77.0745369 -11.9348575)
370028741,nan,,,,,POINT (-77.074657 -11.9335935)
370028742,nan,,,,,POINT (-77.0730141 -11.9347154)
530061283,nan,,,,,POINT (-77.0688613 -11.9902681)
530061284,nan,,,,,POINT (-77.0718807 -11.9867329)
549087750,nan,,,,,POINT (-77.0633503 -11.9618143)
549087856,nan,,,,,POINT (-77.0633394 -11.9619728)
549088263,nan,,,,,POINT (-77.0639545 -11.9619118)
549088366,nan,,,,,POINT (-77.0635076 -11.962138)
549092975,nan,,,,,POINT (-77.0627124 -11.9648782)
549093012,nan,,,,,POINT (-77.062883 -11.964903)
549100027,nan,,,,,POINT (-77.077121 -11.9474702)
549100035,nan,,,,,POINT (-77.0843544 -11.9498304)
549102236,traffic_signals,,,,,POINT (-77.0771059 -11.947563)
549102317,traffic_signals,,,,,POINT (-77.0769442 -11.9476383)
549102763,nan,,,,,POINT (-77.0769781 -11.947421)
549104916,traffic_signals,,,,,POINT (-77.0847573 -11.9550759)
549104980,nan,,,,,POINT (-77.0814746 -11.9564869)
549106418,nan,,,,,POINT (-77.0835034 -11.9547732)
549106443,traffic_signals,,,,,POINT (-77.0738323 -11.9655495)
549107324,motorway_junction,,,,,POINT (-77.0679201 -11.965133)
675127210,nan,,,,,POINT (-77.0823783 -11.9923126)
675127215,nan,,,,,POINT (-77.0814654 -11.9904481)
675127227,nan,,,,,POINT (-77.0797988 -11.986734)
675127231,nan,,,,,POINT (-77.0788956 -11.9851151)
675127246,nan,,,,,POINT (-77.0782802 -11.9833407)
675127366,nan,,,,,POINT (-77.078511 -11.9831467)
675130104,nan,,,,,POINT (-77.0723626 -11.9837173)
675130107,nan,,,,,POINT (-77.0857257 -11.9824637)
675130128,traffic_signals,,,,,POINT (-77.0724967 -11.9838476)
675130155,nan,,,,,POINT (-77.084097 -11.9788112)
675163701,nan,,,,,POINT (-77.0797444 -11.9892395)
675163703,nan,,,,,POINT (-77.0791794 -11.9882307)
675163704,nan,,,,,POINT (-77.0790708 -11.9894036)
675163707,nan,,,,,POINT (-77.0789176 -11.9883424)
675163708,nan,,,,,POINT (-77.078598 -11.989448)
675163712,nan,,,,,POINT (-77.0785055 -11.9885013)
675163713,nan,,,,,POINT (-77.0801377 -11.9896504)
675163714,nan,,,,,POINT (-77.0801606 -11.9906319)
675163716,nan,,,,,POINT (-77.079799 -11.9897493)
675163718,nan,,,,,POINT (-77.0777322 -11.9872757)
675163719,nan,,,,,POINT (-77.0784986 -11.9869071)
675163720,nan,,,,,POINT (-77.0789446 -11.9866987)
675163721,nan,,,,,POINT (-77.0794944 -11.986426)
675163723,nan,,,,,POINT (-77.0778474 -11.9885909)
675163725,nan,,,,,POINT (-77.079621 -11.9880061)
675163727,nan,,,,,POINT (-77.0801905 -11.9877172)
675163732,nan,,,,,POINT (-77.0794465 -11.9898232)
675163734,nan,,,,,POINT (-77.0804302 -11.9895454)
675163735,nan,,,,,POINT (-77.081024 -11.9892679)
675163739,nan,,,,,POINT (-77.0793745 -11.9893414)
675163741,nan,,,,,POINT (-77.0802025 -11.9890812)
675163744,nan,,,,,POINT (-77.0794949 -11.9906615)
675163745,nan,,,,,POINT (-77.0795177 -11.9913051)
675163749,nan,,,,,POINT (-77.0778114 -11.9848795)
675163750,nan,,,,,POINT (-77.0750955 -11.9853288)
675163753,nan,,,,,POINT (-77.0774237 -11.98493)
675163754,nan,,,,,POINT (-77.0779999 -11.9848617)
675163755,nan,,,,,POINT (-77.0786106 -11.984807)
675163760,nan,,,,,POINT (-77.0806324 -11.9901106)
675163762,nan,,,,,POINT (-77.0782171 -11.9852934)
675163765,nan,,,,,POINT (-77.0769409 -11.9859585)
675163766,nan,,,,,POINT (-77.0777441 -11.9855192)
675163767,nan,,,,,POINT (-77.0752308 -11.9867097)
675163771,nan,,,,,POINT (-77.0772439 -11.9863337)
675163772,nan,,,,,POINT (-77.0779827 -11.985958)
675163805,nan,,,,,POINT (-77.0802347 -11.9913857)
675163806,nan,,,,,POINT (-77.0804551 -11.9913693)
675163808,nan,,,,,POINT (-77.0723619 -11.9839745)
675163812,nan,,,,,POINT (-77.0772506 -11.9835347)
675163815,nan,,,,,POINT (-77.0773384 -11.9842428)
675163816,nan,,,,,POINT (-77.0772351 -11.9834099)
675164102,traffic_signals,,,,,POINT (-77.0817686 -11.9914728)
675164103,nan,,,,,POINT (-77.0809045 -11.9914979)
675164104,nan,,,,,POINT (-77.0777251 -11.9916626)
675164106,nan,,,,,POINT (-77.0751161 -11.9917882)
675164110,nan,,,,,POINT (-77.0821509 -11.9920726)
675164123,traffic_signals,,,,,POINT (-77.0817005 -11.9912819)
769214389,nan,,,,,POINT (-77.0807905 -11.9779557)
769214390,nan,,,,,POINT (-77.0838347 -11.9794868)
769214394,nan,,,,,POINT (-77.0842323 -11.9804019)
769214397,nan,,,,,POINT (-77.0814243 -11.9812833)
769214399,nan,,,,,POINT (-77.0797167 -11.9780931)
769214402,nan,,,,,POINT (-77.0832506 -11.9765406)
769214403,nan,,,,,POINT (-77.081888 -11.9812274)
769214404,nan,,,,,POINT (-77.0842461 -11.9826146)
769214405,nan,,,,,POINT (-77.0849072 -11.9806103)
769214407,nan,,,,,POINT (-77.0812334 -11.9798502)
769214408,nan,,,,,POINT (-77.0715783 -11.9912519)
769214409,nan,,,,,POINT (-77.0813041 -11.9803472)
769214414,nan,,,,,POINT (-77.078957 -11.9820706)
769214415,nan,,,,,POINT (-77.0807646 -11.9804061)
769214417,nan,,,,,POINT (-77.0802272 -11.9780855)
769214418,nan,,,,,POINT (-77.0815666 -11.9823787)
769214419,nan,,,,,POINT (-77.0816968 -11.9792028)
769214420,nan,,,,,POINT (-77.0822409 -11.9802389)
769214421,nan,,,,,POINT (-77.0817771 -11.9802891)
769214422,nan,,,,,POINT (-77.0844466 -11.9808294)
769214423,nan,,,,,POINT (-77.0717433 -11.9912739)
769214425,nan,,,,,POINT (-77.08203 -11.9823352)
769214428,nan,,,,,POINT (-77.0838893 -11.9959558)
769214429,nan,,,,,POINT (-77.0810988 -11.9829204)
769214431,nan,,,,,POINT (-77.0828006 -11.9774988)
769214432,nan,,,,,POINT (-77.0826203 -11.9827715)
769214433,nan,,,,,POINT (-77.0799788 -11.9819411)
769214440,nan,,,,,POINT (-77.083419 -11.9773246)
769214442,nan,,,,,POINT (-77.0801292 -11.9830097)
769214443,nan,,,,,POINT (-77.0821852 -11.9797353)
769214445,nan,,,,,POINT (-77.0805838 -11.982965)
769214449,nan,,,,,POINT (-77.0787596 -11.9801493)
769214450,nan,,,,,POINT (-77.0841863 -11.9821133)
769214451,nan,,,,,POINT (-77.0855288 -11.9819802)
769214452,nan,,,,,POINT (-77.0823065 -11.9806994)
769214457,nan,,,,,POINT (-77.0825115 -11.9822901)
769214459,nan,,,,,POINT (-77.0682071 -11.9664292)
769214461,nan,,,,,POINT (-77.0806568 -11.979925)
769214462,nan,,,,,POINT (-77.0842401 -11.9955138)
769214463,nan,,,,,POINT (-77.0834622 -11.9790055)
769214464,nan,,,,,POINT (-77.0799113 -11.9814655)
769214467,nan,,,,,POINT (-77.0810313 -11.9824289)
769214469,nan,,,,,POINT (-77.0840386 -11.9799638)
769214470,nan,,,,,POINT (-77.0718015 -11.9377048)
769214473,nan,,,,,POINT (-77.0804101 -11.9814054)
769214477,nan,,,,,POINT (-77.081816 -11.9797759)
769214479,nan,,,,,POINT (-77.0823651 -11.9811794)
769214480,nan,,,,,POINT (-77.0800572 -11.9824943)
769214481,nan,,,,,POINT (-77.0843148 -11.9792747)
769214482,nan,,,,,POINT (-77.0849812 -11.9820347)
769214484,nan,,,,,POINT (-77.081373 -11.9778203)
769214486,nan,,,,,POINT (-77.0784617 -11.9783957)
769214487,nan,,,,,POINT (-77.0809106 -11.9813452)
769214490,nan,,,,,POINT (-77.0801659 -11.979971)
769214493,nan,,,,,POINT (-77.0839948 -11.9809664)
769223673,nan,,,,,POINT (-77.0628337 -11.9650962)
838231971,nan,,,,,POINT (-77.0743985 -11.9687836)
838231972,nan,,,,,POINT (-77.0728402 -11.969406)
838231974,nan,,,,,POINT (-77.0731768 -11.9715158)
838231975,nan,,,,,POINT (-77.0750013 -11.9695994)
838231977,nan,,,,,POINT (-77.0721903 -11.9691687)
842772137,nan,,,,,POINT (-77.0661858 -11.9914979)
842772144,nan,,,,,POINT (-77.0668984 -11.9918539)
842772154,nan,,,,,POINT (-77.0652093 -11.990423)
842772157,nan,,,,,POINT (-77.0658386 -11.9904945)
842772158,nan,,,,,POINT (-77.0663586 -11.9905741)
842772159,nan,,,,,POINT (-77.0681247 -11.9908664)
842772160,nan,,,,,POINT (-77.0704678 -11.9912252)
842772162,nan,,,,,POINT (-77.0715576 -11.9913738)
842772167,nan,,,,,POINT (-77.0683344 -11.9917717)
842772175,nan,,,,,POINT (-77.069156 -11.9915233)
842772177,nan,,,,,POINT (-77.0698872 -11.9916303)
842772180,nan,,,,,POINT (-77.0703998 -11.9916964)
842772191,nan,,,,,POINT (-77.0697 -11.9923304)
842772192,nan,,,,,POINT (-77.0700097 -11.9926981)
842772212,nan,,,,,POINT (-77.0669712 -11.9926141)
842772214,nan,,,,,POINT (-77.0665585 -11.9923144)
842772218,nan,,,,,POINT (-77.0660957 -11.9920438)
842772219,nan,,,,,POINT (-77.0655936 -11.9919475)
842772220,nan,,,,,POINT (-77.0649873 -11.9918555)
842772226,nan,,,,,POINT (-77.0662471 -11.9911321)
842772233,nan,,,,,POINT (-77.0673288 -11.991289)
842772236,nan,,,,,POINT (-77.0678664 -11.991443)
842772241,nan,,,,,POINT (-77.0696496 -11.9930299)
842772248,nan,,,,,POINT (-77.0649021 -11.9923526)
842772250,nan,,,,,POINT (-77.0648253 -11.9928335)
842772252,nan,,,,,POINT (-77.0647323 -11.9933322)
842772254,nan,,,,,POINT (-77.0645632 -11.9944001)
842772263,nan,,,,,POINT (-77.0656829 -11.9935124)
842772278,nan,,,,,POINT (-77.0636557 -11.9957211)
842772281,nan,,,,,POINT (-77.064447 -11.9959993)
842772283,nan,,,,,POINT (-77.0654245 -11.99689)
842772292,nan,,,,,POINT (-77.0666776 -11.9930046)
842772302,nan,,,,,POINT (-77.0641145 -11.9927363)
842772304,nan,,,,,POINT (-77.0659636 -11.9931362)
842772305,nan,,,,,POINT (-77.0663777 -11.9934136)
842772311,nan,,,,,POINT (-77.0678232 -11.9946743)
842772319,nan,,,,,POINT (-77.0638785 -11.9943038)
842772321,nan,,,,,POINT (-77.0637665 -11.9949888)
842772331,nan,,,,,POINT (-77.0645416 -11.9950856)
842772333,nan,,,,,POINT (-77.064936 -11.9953511)
842772337,nan,,,,,POINT (-77.0649335 -11.9945201)
842772360,nan,,,,,POINT (-77.0646256 -11.9975483)
842772365,nan,,,,,POINT (-77.0648505 -11.9974682)
842775208,nan,,,,,POINT (-77.0714538 -11.9920292)
842775212,nan,,,,,POINT (-77.0703736 -11.9918962)
842825330,nan,,,,,POINT (-77.070935 -11.9919651)
842825341,nan,,,,,POINT (-77.0717872 -11.9944537)
842825344,nan,,,,,POINT (-77.0716202 -11.9944016)
842825347,nan,,,,,POINT (-77.0692308 -11.994057)
842825362,nan,,,,,POINT (-77.0709535 -11.9932869)
842825395,nan,,,,,POINT (-77.0681496 -11.9950313)
842825398,nan,,,,,POINT (-77.0691821 -11.9940784)
842825401,nan,,,,,POINT (-77.070409 -11.9930623)
842825406,nan,,,,,POINT (-77.0688435 -11.9937415)
842846490,nan,,,,,POINT (-77.0754192 -11.9954264)
842846491,nan,,,,,POINT (-77.0753019 -11.9962777)
842846495,nan,,,,,POINT (-77.0758486 -11.9954905)
842846498,nan,,,,,POINT (-77.0757532 -11.996341)
842846506,nan,,,,,POINT (-77.0747449 -11.9966726)
842846508,nan,,,,,POINT (-77.0762098 -11.9968915)
842846511,nan,,,,,POINT (-77.0735071 -11.9969819)
842846512,nan,,,,,POINT (-77.0746758 -11.9971249)
842846513,nan,,,,,POINT (-77.0762473 -11.9973816)
842846518,nan,,,,,POINT (-77.0725798 -11.9978085)
842846522,nan,,,,,POINT (-77.073431 -11.9975821)
842846534,nan,,,,,POINT (-77.0715615 -11.9958097)
842846545,nan,,,,,POINT (-77.0734105 -11.9974119)
842846548,nan,,,,,POINT (-77.0738755 -11.9979485)
842846549,nan,,,,,POINT (-77.0762433 -11.9983094)
842846555,nan,,,,,POINT (-77.0762414 -11.995013)
842846559,nan,,,,,POINT (-77.0761995 -11.9963981)
842846561,nan,,,,,POINT (-77.0762873 -11.99784)
842846564,nan,,,,,POINT (-77.0760512 -11.9987587)
842846576,nan,,,,,POINT (-77.0746116 -11.9976038)
842846581,nan,,,,,POINT (-77.0748149 -11.9962121)
842846596,nan,,,,,POINT (-77.06891 -11.9943468)
842846600,nan,,,,,POINT (-77.0702909 -11.992302)
842846611,nan,,,,,POINT (-77.0716404 -11.9953529)
842846612,nan,,,,,POINT (-77.0717059 -11.9949003)
842846613,nan,,,,,POINT (-77.0720516 -11.9941172)
842846622,nan,,,,,POINT (-77.0692752 -11.9950103)
842846623,nan,,,,,POINT (-77.0743956 -11.9957458)
842860942,nan,,,,,POINT (-77.0740898 -11.9980039)
842870182,nan,,,,,POINT (-77.0742692 -11.9985027)
842870185,nan,,,,,POINT (-77.0747887 -11.9993468)
842870187,nan,,,,,POINT (-77.0751824 -11.9997144)
842870188,nan,,,,,POINT (-77.0754673 -11.9996535)
842870190,nan,,,,,POINT (-77.0757253 -11.9995449)
842870192,nan,,,,,POINT (-77.0765671 -11.9985533)
842870195,nan,,,,,POINT (-77.0762745 -11.9976702)
842870197,nan,,,,,POINT (-77.0750398 -12.0006056)
842870198,nan,,,,,POINT (-77.0754081 -12.0004566)
